brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
BMW,2001,4.9,Electric,Automatic,280372,Like New,43398.25,X3
BMW,2008,1.9,Hybrid,Manual,60721,New,71676.27,3 Series
Mercedes,2016,2.9,Petrol,Automatic,138458,Like New,8686.43,GLC
Honda,2010,2.7,Hybrid,Manual,269006,New,95926.8,Fit
Mercedes,2009,3.2,Petrol,Manual,40108,Used,9396.59,C-Class
Honda,2021,4.9,Electric,Automatic,91788,Like New,88719.05,Civic
Tesla,2016,3.4,Petrol,Manual,244437,Like New,89965.92,Model Y
Ford,2003,5.0,Electric,Manual,237011,New,54826.47,Focus
Tesla,2015,3.9,Electric,Automatic,158273,Like New,18014.7,Model S
Toyota,2019,2.7,Diesel,Manual,49966,New,58688.87,Camry
BMW,2014,5.0,Petrol,Manual,185846,Like New,64720.06,3 Series
Honda,2020,2.2,Petrol,Automatic,272530,Used,86487.1,Accord
Mercedes,2004,2.1,Petrol,Manual,77228,Used,57335.06,C-Class
Ford,2005,3.5,Hybrid,Manual,146297,Used,44017.39,Focus
Honda,2016,2.3,Diesel,Manual,43021,Like New,84637.66,Fit
Mercedes,2000,1.0,Diesel,Manual,149333,Like New,98190.42,E-Class
BMW,2018,4.2,Diesel,Manual,252646,Used,66284.8,X5
Tesla,2003,3.6,Hybrid,Manual,86755,Used,88066.77,Model Y
BMW,2016,3.2,Petrol,Manual,66330,New,61879.84,3 Series
Audi,2008,5.8,Petrol,Manual,178438,New,70529.86,A3
Toyota,2023,3.9,Petrol,Automatic,45313,Used,70375.88,Prius
Audi,2001,5.3,Diesel,Manual,234729,Used,71954.76,Q5
Ford,2007,1.7,Diesel,Manual,232783,Like New,35496.28,Focus
Honda,2014,3.8,Electric,Automatic,289176,Used,59687.83,Civic
Ford,2006,5.3,Hybrid,Manual,148430,New,61442.88,Focus
Tesla,2005,3.9,Hybrid,Manual,28365,New,34931.8,Model Y
Mercedes,2000,4.6,Diesel,Manual,275333,New,38235.97,GLC
BMW,2014,2.9,Electric,Manual,7248,New,77413.44,3 Series
Audi,2022,1.5,Petrol,Manual,4369,New,60358.76,Q7
Audi,2006,3.3,Diesel,Manual,290749,New,19175.06,A3
Tesla,2016,3.0,Hybrid,Automatic,171955,Used,84575.51,Model X
Audi,2001,5.3,Hybrid,Automatic,33055,New,88895.86,Q5
Tesla,2008,2.2,Hybrid,Automatic,199803,New,49283.41,Model 3
Ford,2008,5.8,Petrol,Automatic,269594,New,24846.21,Focus
BMW,2012,5.8,Hybrid,Automatic,133997,New,95022.62,5 Series
Honda,2005,2.2,Petrol,Manual,50272,Used,88815.61,Civic
Mercedes,2005,2.7,Petrol,Manual,5310,Like New,28216.27,GLA
Honda,2019,5.5,Petrol,Manual,31817,Like New,14081.4,Fit
Ford,2019,5.8,Diesel,Manual,215888,Like New,46862.09,Mustang
Mercedes,2020,3.2,Petrol,Manual,82641,Like New,69257.71,C-Class
Audi,2002,2.6,Electric,Automatic,215155,New,21661.92,Q7
Toyota,2016,3.6,Hybrid,Automatic,207382,Like New,53755.2,Corolla
Ford,2016,4.4,Diesel,Manual,15457,Like New,45414.47,Explorer
Ford,2011,2.4,Hybrid,Manual,42311,Used,89602.36,Mustang
BMW,2015,4.7,Petrol,Manual,151958,Used,45808.83,X5
Honda,2014,1.3,Diesel,Automatic,123573,Used,55708.76,Accord
Ford,2012,1.2,Electric,Automatic,298325,New,95752.19,Fiesta
Ford,2022,2.9,Petrol,Manual,164334,New,33470.72,Focus
Audi,2000,2.8,Hybrid,Automatic,263272,New,32454.14,A3
Audi,2016,2.6,Electric,Manual,79522,Used,80961.53,A3
Mercedes,2002,3.5,Petrol,Automatic,163394,Like New,31366.2,E-Class
Tesla,2014,2.6,Electric,Automatic,48929,Used,84027.26,Model 3
Tesla,2003,2.0,Petrol,Manual,81696,New,14075.88,Model 3
Toyota,2003,2.5,Diesel,Automatic,271952,Used,15569.82,Corolla
Tesla,2017,5.9,Petrol,Automatic,95148,Like New,90625.72,Model X
BMW,2016,3.1,Diesel,Manual,283869,New,56377.17,5 Series
Toyota,2018,3.2,Petrol,Automatic,220026,Like New,73287.36,Camry
Mercedes,2010,3.9,Petrol,Manual,83576,Like New,26402.44,C-Class
Audi,2019,5.9,Hybrid,Automatic,20557,New,20796.06,A4
Tesla,2002,2.2,Electric,Manual,21825,Like New,84320.65,Model Y
Honda,2007,4.4,Electric,Manual,271142,Used,39069.22,Fit
Audi,2013,4.6,Electric,Automatic,36080,Like New,48228.1,A3
BMW,2000,4.0,Petrol,Automatic,258815,Like New,7657.33,X5
Audi,2013,1.4,Petrol,Manual,188869,Like New,41658.67,Q5
BMW,2001,4.4,Petrol,Automatic,146874,Used,78191.59,5 Series
BMW,2022,1.3,Diesel,Automatic,42407,Like New,83021.14,3 Series
BMW,2003,4.0,Diesel,Automatic,120283,Like New,71381.7,X5
Mercedes,2023,4.7,Hybrid,Manual,13338,Used,70757.07,GLC
BMW,2018,2.1,Petrol,Manual,76289,New,53092.73,X5
BMW,2005,5.2,Electric,Manual,149967,New,56141.29,X3
Honda,2000,1.2,Electric,Automatic,178982,New,75550.02,CR-V
Toyota,2016,5.2,Hybrid,Automatic,109367,Like New,28493.67,Camry
Ford,2007,3.3,Electric,Manual,117486,New,26994.12,Fiesta
Toyota,2018,2.1,Hybrid,Manual,214209,Used,95242.86,Corolla
BMW,2020,1.7,Petrol,Automatic,256055,Like New,7630.54,3 Series
Honda,2000,5.8,Electric,Automatic,136421,Like New,18249.22,Fit
Audi,2004,1.4,Petrol,Automatic,153535,Like New,59181.58,Q5
Honda,2015,2.0,Diesel,Automatic,74935,New,75094.31,Fit
BMW,2005,2.7,Electric,Manual,189864,New,56099.65,X3
Honda,2007,4.1,Diesel,Automatic,275830,New,38731.08,Civic
Tesla,2012,3.7,Electric,Automatic,63528,Like New,97907.73,Model S
Honda,2015,1.6,Petrol,Manual,99811,Used,71866.01,Fit
BMW,2002,2.4,Hybrid,Manual,284931,Like New,83982.13,3 Series
Mercedes,2018,2.2,Petrol,Automatic,188499,Used,8823.45,E-Class
Tesla,2011,2.1,Petrol,Manual,260141,Like New,27412.41,Model S
Honda,2015,3.1,Petrol,Automatic,104887,Used,40546.25,Accord
Ford,2010,4.5,Electric,Automatic,61086,Like New,22347.13,Mustang
Ford,2009,2.1,Hybrid,Manual,255494,Like New,11925.43,Focus
Honda,2019,2.8,Diesel,Manual,63308,Used,26383.71,CR-V
Mercedes,2003,3.0,Petrol,Automatic,277941,Used,55695.38,E-Class
Audi,2011,5.9,Electric,Manual,267446,Used,71095.8,Q7
BMW,2022,5.8,Diesel,Automatic,38059,Used,78531.99,X3
Ford,2001,5.0,Petrol,Automatic,131980,Used,9078.93,Explorer
Audi,2023,2.2,Diesel,Automatic,191324,Used,45658.69,Q7
Honda,2021,1.3,Petrol,Manual,143949,Used,16610.1,Accord
Audi,2018,2.6,Diesel,Automatic,276383,Used,45964.04,Q7
Tesla,2004,2.3,Diesel,Automatic,27313,Like New,46227.71,Model Y
Toyota,2007,3.5,Hybrid,Automatic,42103,Used,52330.11,RAV4
Ford,2006,4.9,Hybrid,Manual,179480,Used,89818.91,Focus
Honda,2013,5.3,Petrol,Automatic,88771,Like New,81484.07,CR-V
BMW,2023,5.2,Electric,Automatic,126228,Like New,65488.48,X3
Mercedes,2022,2.8,Hybrid,Automatic,91665,New,89113.7,C-Class
Tesla,2002,4.4,Diesel,Manual,272678,New,69454.52,Model X
Honda,2017,2.6,Hybrid,Automatic,279333,Used,82791.22,CR-V
BMW,2015,1.3,Hybrid,Automatic,86067,Used,58558.94,5 Series
Mercedes,2022,4.5,Petrol,Manual,273111,New,54895.73,C-Class
Mercedes,2018,1.0,Hybrid,Manual,213063,New,73789.24,GLC
Honda,2018,3.0,Hybrid,Automatic,270804,Used,6870.48,Fit
Tesla,2017,2.6,Diesel,Automatic,129909,New,70585.87,Model 3
Audi,2019,4.5,Hybrid,Automatic,140688,Used,93779.23,A4
Audi,2015,4.8,Diesel,Manual,75976,Like New,72824.5,A4
Mercedes,2007,2.5,Hybrid,Manual,233208,Like New,8495.4,C-Class
Audi,2000,5.1,Hybrid,Automatic,179810,New,40899.14,A3
Toyota,2016,2.5,Electric,Manual,275251,Like New,81910.22,Corolla
Mercedes,2011,3.2,Hybrid,Automatic,192476,Like New,96067.81,E-Class
Mercedes,2020,4.6,Diesel,Automatic,94182,Like New,40165.52,C-Class
BMW,2010,4.5,Diesel,Manual,243153,Like New,84913.44,5 Series
Audi,2004,5.9,Petrol,Automatic,278098,Used,87061.94,Q5
Tesla,2011,2.1,Petrol,Manual,279087,Used,16712.21,Model X
Mercedes,2016,4.3,Electric,Manual,40725,New,85349.9,C-Class
Tesla,2005,4.0,Diesel,Automatic,10110,Like New,35803.74,Model X
Toyota,2000,5.6,Diesel,Manual,278606,Like New,61357.58,Corolla
BMW,2004,1.8,Diesel,Automatic,185153,Like New,56201.4,X5
Honda,2013,4.8,Electric,Manual,66567,New,67990.12,CR-V
Tesla,2004,3.8,Diesel,Automatic,182296,Used,75344.14,Model 3
Mercedes,2021,2.4,Petrol,Automatic,113394,Like New,46883.7,E-Class
Toyota,2023,3.4,Electric,Automatic,148940,Used,89389.53,RAV4
Ford,2000,2.7,Petrol,Manual,22222,New,81902.35,Explorer
Toyota,2017,3.9,Petrol,Automatic,79794,Used,79615.0,Corolla
Toyota,2015,5.4,Electric,Manual,63924,Like New,48533.45,Corolla
BMW,2008,3.8,Hybrid,Manual,99854,Used,8569.42,3 Series
Honda,2018,4.2,Hybrid,Manual,260038,Used,51764.36,Civic
Ford,2021,3.6,Petrol,Manual,243815,New,90352.33,Mustang
Audi,2004,1.3,Hybrid,Manual,233127,New,23092.76,A3
Audi,2001,2.2,Diesel,Automatic,141295,New,98346.28,Q7
Tesla,2014,3.5,Electric,Manual,179238,New,81730.61,Model Y
Toyota,2006,2.6,Petrol,Automatic,39369,Used,72433.83,Camry
BMW,2003,1.9,Diesel,Automatic,274805,Used,69330.2,3 Series
BMW,2000,3.5,Hybrid,Manual,146663,New,60767.46,X5
Audi,2012,2.6,Diesel,Automatic,186307,New,73463.68,A3
Tesla,2019,2.3,Hybrid,Automatic,270114,Like New,45081.03,Model X
Tesla,2021,3.3,Petrol,Manual,47922,Like New,85302.37,Model Y
Tesla,2006,1.7,Diesel,Automatic,292899,New,71152.87,Model S
Ford,2014,5.6,Electric,Manual,120926,Used,78269.05,Explorer
Honda,2022,5.3,Petrol,Manual,19416,New,80286.31,Civic
Ford,2013,4.5,Diesel,Manual,13672,Used,13746.65,Explorer
Mercedes,2022,1.5,Diesel,Automatic,128145,Used,10285.87,GLA
Mercedes,2018,4.9,Hybrid,Automatic,178068,Like New,81093.66,C-Class
Honda,2021,5.0,Petrol,Automatic,64,New,29641.48,Accord
Audi,2023,4.8,Petrol,Automatic,68835,New,60287.13,A3
Honda,2019,1.6,Petrol,Manual,201457,Used,47152.53,CR-V
BMW,2023,4.2,Petrol,Manual,247795,New,7093.72,X3
Mercedes,2017,5.2,Hybrid,Automatic,116916,Like New,8826.72,C-Class
Toyota,2009,3.9,Electric,Manual,195346,Like New,83576.9,Corolla
Toyota,2008,4.2,Petrol,Automatic,273010,New,62729.37,Prius
Audi,2007,3.3,Hybrid,Manual,3889,New,54765.09,Q7
BMW,2009,3.6,Electric,Manual,118194,Like New,94713.45,5 Series
Ford,2016,1.2,Electric,Manual,124714,New,21445.93,Explorer
BMW,2001,4.2,Hybrid,Manual,31335,Used,29507.23,5 Series
Toyota,2005,1.4,Petrol,Manual,50547,New,76890.21,Corolla
Toyota,2004,3.2,Electric,Automatic,157234,Used,78647.35,Prius
Mercedes,2008,2.5,Petrol,Automatic,220521,New,43465.23,E-Class
BMW,2004,3.7,Petrol,Manual,155759,New,95342.95,X3
BMW,2017,1.7,Diesel,Automatic,273139,Like New,94134.18,3 Series
Toyota,2019,4.5,Petrol,Manual,2631,Used,6178.92,Prius
Ford,2008,5.0,Diesel,Manual,137039,Like New,21371.15,Explorer
Audi,2016,1.8,Electric,Manual,64471,New,82920.85,Q7
Tesla,2016,1.5,Hybrid,Manual,299260,Like New,36845.59,Model Y
Audi,2011,1.7,Diesel,Automatic,133014,New,14068.95,Q7
BMW,2006,5.4,Hybrid,Manual,47664,New,79574.92,X3
Audi,2002,3.6,Electric,Automatic,159141,New,48185.43,Q7
Toyota,2009,3.3,Petrol,Manual,87342,Used,51779.02,Corolla
Toyota,2001,1.5,Electric,Manual,14407,Used,22705.09,Prius
BMW,2002,4.2,Hybrid,Automatic,113926,Used,67785.03,X3
BMW,2015,5.3,Electric,Manual,213053,Like New,57367.93,X3
Tesla,2001,5.1,Petrol,Manual,17878,New,24633.93,Model X
Tesla,2023,4.1,Electric,Automatic,83100,Like New,37331.49,Model X
Mercedes,2009,1.4,Petrol,Automatic,223059,Like New,61703.53,GLC
BMW,2005,1.6,Diesel,Automatic,43168,New,92862.86,X3
Ford,2021,1.2,Hybrid,Manual,250396,Like New,92435.75,Focus
Audi,2010,2.3,Petrol,Manual,250481,New,32351.06,A4
BMW,2022,1.7,Petrol,Automatic,28004,New,74883.99,3 Series
Honda,2006,2.3,Electric,Automatic,282615,New,78674.31,Civic
Mercedes,2014,2.9,Diesel,Manual,91820,New,81838.19,GLA
Honda,2005,5.7,Petrol,Manual,191239,Like New,59222.42,Civic
Toyota,2019,4.1,Diesel,Automatic,102229,Like New,5998.26,Prius
Tesla,2008,5.2,Diesel,Automatic,14568,Like New,77359.25,Model 3
Audi,2021,4.6,Electric,Automatic,9466,Used,15126.76,A3
BMW,2019,1.6,Petrol,Automatic,222129,Like New,16102.78,X3
Honda,2011,4.7,Electric,Manual,57324,Like New,62534.36,Fit
Audi,2018,2.4,Hybrid,Manual,146539,Used,98434.45,Q5
Toyota,2019,4.2,Hybrid,Manual,75955,New,28041.25,Prius
Tesla,2002,2.7,Petrol,Manual,147748,New,66352.03,Model X
Ford,2014,6.0,Diesel,Automatic,94791,New,33847.1,Focus
Mercedes,2001,2.3,Petrol,Manual,162586,Used,90378.98,E-Class
Audi,2020,2.4,Petrol,Automatic,22650,Like New,61384.1,Q5
Audi,2001,5.7,Hybrid,Manual,77701,Like New,24710.35,A3
Ford,2021,1.1,Hybrid,Manual,272827,Like New,29902.45,Fiesta
Audi,2002,4.5,Diesel,Manual,229164,Like New,46085.67,Q5
Toyota,2005,4.6,Diesel,Automatic,80978,Used,16594.14,RAV4
